unit_id,article_title,article_content,source,date
1919191770,Deadly bomb blast hits Syrias Aleppo,"19 Apr 2017 The blast happened as the regime and opposition resumed population exchanges four days after a deadly attack on a convoy of evacuees forced both sides to suspend the deal. A boy who was injured during a bomb blast on a crowded Syrian bus convoy outside Aleppo on Saturday sits inside a tent connected to Bab al-Hawa hospital near the Syrian-Turkish border Syria April 18 2017 (File photo) (TRT World and Agencies) A bomb killed six people and wounded more than 30 in Syrias second city Aleppo on Wednesday the Assad regimes official television channel reported. The blast hit the southwestern neighbourhood of Salaheddin which was on the front line between opposition and regime-held sectors before Bashar al Assads forces retook full control of the city in December. The attack took place as evacuations of civilians from conflict zones resumed after a four-day pause. About 45 buses carrying 3000 people left the opposition-besieged al-Foua and Kefraya towns of the northwestern Idlib province for regime-controlled Aleppo. Meanwhile a convoy of 11 buses left regime-besieged al-Zabadani near the capital Damascus for opposition-controlled territory a military media unit linked to the pro-regime Hezbollah group said. ""The area of Zabadani is empty of militants after the last batch of them left this morning"" the pro-regime Sham FM radio reported citing a senior regime official in Zabadani. Three buses on Wednesday also carried people who were injured in a convoy attack as they were being transferred from al-Foua and Kefraya on Saturday as well as the remains of those who had died in the attack the Hezbollah military media unit said. Saturdays convoy attack killed 126 people including more than 60 children the UK-based Syrian Observatory for Human Rights said. The convoy was carrying at least 5000 people including civilians and several hundred pro-regime fighters who were granted safe passage out of the two towns. The attack forced a population exchange deal brokered by regime ally Iran and opposition backer Qatar to be halted. Under the deal more than 30000 people will be evacuated from four Syrian towns in two stages. Source TRTWorld and agencies",trt,4/19/17
1923848302,Syrian army missile kills 23 including 8 kids - Region - World - Ahram Online,Syrian army missile kills 23 including 8 kids AP Tuesday 20 May 2014 Syrian activists say a surface-to-surface missile fired by the military has slammed into an impoverished residential area in a rebel-held town in the north killing 23 people including eight children. A local activist who uses the name Abu al-Hassan said on Tuesday that the attack on the town of Marea took place overnight while people were sleeping in their homes. He says that among the 23 killed was a family of 10 people including eight children. Al-Hassan says he wasnt aware of any fighting taking place in the area. The Britain-based Syrian Observatory for Human Rights also reported the attack on Marea. Rights groups and local activists say Syrian military forces often indiscriminately strike rebel-held areas with projectiles that cant be targeted properly overwhelmingly killing civilians.,ahram,5/20/14
1965495371,Alleged Israeli Strike Killed 3 Syrian Defense Forces Fighters in Golans,23.04.2017) Get short URL 4430 The Israel Defense Forces (IDF) allegedly have struck the military base of the Damascus-backed National Defense Forces (NDF) in the Golan Heights killing three Syrian fighters as a result local media reported Sunday citing an NDF official. AFP 2018 JALAA MAREY No Casualities Reported Amid Syrian Projectile on Golan Heights - IDF MOSCOW (Sputnik) The NDF base was attacked on Sunday in the Naba al-Fawwar area of the Syrian Quneitra province in the Golan Heights the Times of Israel newspaper reported. The Syrian Observatory for Human Rights monitoring group confirmed the attack according to the newspaper. On Friday the Israeli combat planes delivered a missile strike on Syrian army positions in the Khan-Arnab area in Quneitra province causing material damage a Syrian military source told Sputnik. The IDF said that a total of three rockets launched from the Syrian territory fell on the Israeli-controlled part of the Golan Heights causing no injuries. Israel occupied the Golan Heights in the 1967 Six-Day War with Syria and annexed the territory in 1981. The international community has not recognized the Israeli annexation. ... 430 Related Iraqi Militia Creates Brigade to Liberate Golan Heights From Israel - Spokesman Missile Launched From Syria Hits Golan Heights - Israel Defense Forces Israeli Air Force Targets Syrian Mortars in Golan Heights as Fighting Escalates Tags strike Golan Heights Israel Community standardsDiscussion Comment via FacebookComment via Sputnik News,sputnik,4/23/17
1923848320,Five dead in blast by security HQ in central Syria NGO - Region - World - Ahram Online,"Five dead in blast by security HQ in central Syria NGO AFP Thursday 6 Mar 2014 At least five people were killed and more than 20 wounded on Thursday in a bomb blast near a security headquarters in Syrias central Hama city a monitor said. ""A truck packed with explosives detonated... near a branch of the military intelligence killing at least five people and injuring more than 20"" the Syrian Observatory for Human Rights said. Syrian state television also reported the blast saying four people had been killed and 22 wounded in a ""terrorist explosion"" at the southern entrance of the city. In the northern province of Raqa two suicide bombers exploded inside base 17 an army base under siege by opposition forces according to the Observatory a Britain-based group that relies on activists and other witnesses inside Syria. The group said two fighters from the jihadist Islamic State of Iraq and the Levant had blown themselves up at the headquarters which is north of the groups stronghold in Raqas provincial capital. Clashes between regime forces and ISIL broke out after the blasts which the Observatory said killed several soldiers. In Damascus meanwhile the group said a man died after regime shelling a day earlier on the Palestinian Yarmuk camp where a ceasefire has broken down. The renewed fighting has halted aid delivery efforts to the besieged camp where two more people died from lack of food and medical care on Wednesday the Observatory said. Around 130 people are reported to have died because of shortages in the camp caused by the tight army siege. More than 140000 people are estimated to have been killed since the start of the uprising against President Bashar al-Assad in March 2011.",ahram,3/4/14
1924058063,Syrian and Russian aircraft step up bombing of Aleppo city _ monitor | Jordan Times,"Last updated at Jun 062016 AMMAN Nearly 50 air strikes hit rebel-held areas in and around the Syrian city of Aleppo on Sunday in some of the heaviest recent raids by Russian and Syrian government aircraft residents and a monitoring group said. The group the Syrian Observatory for Human Rights also said an unidentified war plane had crashed in countryside south of Aleppo in an area where Islamist rebel fighters are battling the Syrian army and Iranian-backed forces. It had no information on what caused the crash. A civil defence worker said at least 32 people were killed in the rebel-held parts of the city during the air strikes with 18 bodies pulled from flattened buildings in the Qatrji neighbourhood the worst hit. The monitor said dozens of barrel bombs oil drums or cylinders packed with explosives and shrapnel were dropped by helicopter on densely populated districts. ""This week-long campaign of bombing is very intense and day by day its getting worse... it is the worst we have seen in a while"" said Bebars Mishal a civil defence official in rebel-held Aleppo. For their part rebels hit government-held areas of Aleppo in what Syrian media said was an escalation of mortar attacks on the western districts. State media said attacks on Sunday on Hamadaniyah Midan and other neighbourhoods by insurgents killed at least 20 people in the second day of intense shelling of government-held areas. The death toll over the whole weekend was at least 44. Aleppo the countrys largest city before the war has been divided for years between rebel and government-held zones. Full control of Aleppo would be a huge prize for President Bashar Assad. Russias military intervention since September has helped to bolster Assads government. In the northwestern province of Idlib meanwhile residents said Syrian and Russian jets bombed the rebel-held provincial capital setting fire to a bustling market in the heart of the city. More than 30 people were injured at least three killed and dozens were unaccounted for according to an activist contacted in the city. The Idlib strikes came just days after some of the heaviest raids on residential areas for months killing more than 30 people and injuring dozens on May 31. Idlib has been a relative haven for thousands of displaced Syrians. The air raids in Aleppo on Sunday came in the wake of strikes on civilian areas on Friday that residents said were the most intense in over a month. The Syrian Observatory said the Syrian government raids had targeted the main Castello road that leads into rebel-held Aleppo as part of a campaign to complete the encirclement of the citys insurgent-dominated areas. A Russian defence ministry statement on Sunday accused militant Syrian rebel groups of firing mortars on the mainly Kurdish-populated Sheikh Maqsood neighbourhood in Aleppo that overlooks the Castello road. The monitor said 13 people including six children were killed on Saturday in the Kurdish-run area by insurgents mortars. Rebels accuse the powerful Kurdish YPG of working with the Syrian army to cut the main artery by intensifying their ground attacks on the highway. The Russians had on Saturday accused militants from radical Islamic groups of bringing at least 1000 fighters into an area in the southern Aleppo countryside. The militants have consolidated gains since Friday in the area around the strategic town of Khan Touman rebels say. The Nusra Front spearheaded an attack on Khan Touman last month delivering one of the biggest battlefield setbacks yet to a coalition of foreign Shiite fighters supporting Syrian government forces. Rebels say Russian jets on Sunday pounded insurgent positions in the area to prevent them from advancing towards the nearby town of Hader which rebels say is a stronghold of Iranian-backed militias. Also US-backed forces on Sunday engaged with the Daesh terror groups militants in an offensive that began last Tuesday against the group-held areas in Aleppo province beginning with the Manbij area where they continued to seize more villages according to Kurdish sources and the monitor.",jordantimes,6/22/16
1923848251,At least 61 killed in air strike on Syrian market town Observatory,"At least 61 killed in air strike on Syrian market town Observatory Reuters Tuesday 14 Nov 2017 The death toll from air strikes on a Syrian town in a ""de-escalation zone"" has risen to 61 a war monitor said on Tuesday a demonstration of the fragile state of areas set up in attempt to ease the violence. Jihadist rebels blamed Russian warplanes of carrying out Mondays attack and said they would fight back against Syrian President Bashar al-Assads forces and his Russian and Iranian backers in the six-year-old conflict. The British-based Syrian Observatory for Human Rights said three air strikes hit the market in Atareb west of Aleppo and killed at least 61 people. Atareb is inside what is known as a de-escalation zone under an agreement between Turkey Russia and Iran to reduce the bloodshed. But despite the diplomatic efforts fighting continues in many areas including Aleppo Idlib Raqqa Deir al-Zor and Hama. ""(The zones) did de-escalate fighting"" UN humanitarian adviser Jan Egeland told Reuters. But lately ""there has been increased fighting also."" The zones were set up under the Astana process a series of talks in the capital of Kazakhstan between Russia and Iran and the rebels supporter Turkey. They agreed in September to deploy observers on the edge of a de-escalation zone in Syrias Idlib province which is largely under the control of Islamist insurgents. Following the air strikes the Tahrir al-Sham jihadist alliance denounced the ceasefire talks and pledged to keep fighting government forces and their Russian and Iranian allies. ""This aggression and crimes confirms for us that there is no solution with the colonizers without fighting and struggling"" it said. Tahrir al-Sham includes the group formerly known as the Nusra Front which changed its name last year when it broke formal ties to al Qaeda.",ahram,11/4/17
1918398799,Coalition airstrikes kill 85 civilians in Daesh-held villages in Syrias Manbij,Published July 19 2016 A Syria Democratic Forces (SDF) fighter walks in the silos and mills of Manbij after the SDF took control of it in Aleppo Governorate Syria July 1 2016. (Reuters Photo) Airstrikes on Daesh-held villages in northern Syria killed at least 85 civilians on Tuesday as intense fighting was underway between the militants and U.S-backed fighters Syrian opposition activists and the extremist group said. Residents in the area blamed the U.S.-led coalition for the strikes that targeted two villages Tokhar and Hoshariyeh which are controlled by IS activists said. The villages are near the Daesh stronghold of Manbij a town that members of the PYD-dominated U.S.-backed Syria Democratic Forces (SDF) have been trying to capture in a weeks-long offensive. The Britain-based Syrian Observatory for Human Rights said at least 56 civilians including 11 children were killed in the strikes on the villages which also wounded dozens. Another activist group the Local Coordination Committees said dozens of civilians mostly families were killed. Turkeys official Anadolu Agency put the death toll at least at 85 adding that 50 civilians were also wounded in airstrikes. The Daesh-linked Aamaq news agency claimed 160 civilians mostly women and children were killed in Tokhar alone in a series of purportedly American airstrikes around dawn Tuesday. Postings on a Facebook page show images of people including children as they were being put in collective grave purportedly in the village of Tokhar. One photograph shows a man carrying the lifeless body of a child covered with dust while another shows a child partly covered by a blanket lying in a grave. Tuesdays casualties come on the heels of similar airstrikes on the Daesh-held town of Manbij on Monday when at least 15 civilians were reportedly killed. Meanwhile the headquarters of Daesh militants inside Manbij was captured as SDF forces pushed into the western part of the town over the weekend the U.S. military said in a statement on Tuesday. The headquarters which was located in a hospital was being used as a command center and logistics hub. The U.S.-backed Syrian rebels also took control of part of the town enabling civilians in the area to flee the fighting the statement said. The rebels were continuing to battle Daesh on four fronts for control of Manbij clearing territory as they pushed toward the center of the city the statement said. Daesh militants have staged counterattacks but the Syrian rebels have maintained momentum with the help of air strikes by the U.S.-led coalition the statement said. It said the coalition has carried out more than 450 air strikes around Manbij since the operation to take the town began. The U.S. Central Command said the coalition conducted 18 strikes on Monday and destroyed 13 Daesh fighting positions seven Daesh vehicles and two car bombs near Manbij. The Manbij area has seen intense battles between Daesh extremists and the Kurdish-led fighters who have been advancing under the cover of intense airstrikes by the U.S.-led coalition. If Manbij is captured by the U.S.-backed fighters it will be the biggest strategic defeat for Daesh in Syria since July 2015 when the extremist group lost the border town of Tal Abyad. In neighboring Iraq meanwhile Daesh has been beaten back on several fronts with Iraqi forces aided by U.S.-led coalition airstrikes having retaken the cities of Ramadi and Fallujah in western Anbar province.,dailysabah,7/19/16
1923102906,Eleven killed in Syrian-regime controlled area of Aleppo,"Date of publication 7 October 2016 Shelling in West Aleppo left 11 people dead on Friday with reports of armed clashes between pro-regime and opposition forces in several neighbourhoods of the war-torn city Tags Syria Aleppo UN De Mistura Fatah al-Sham Eleven people including a woman and child were killed in Syrian rebel shelling of a regime-held neighbourhood of Aleppo on Friday. Another 65 people were injured some critically in the attack on Jameliaiah in West Aleppo according to the Syrian Observatory for Human Rights with the death toll expected to rise. Elsewhere the Syrian Observatory reported that air raids have taken place in al-Inzarat - a rebel-held neighbourhood of East Aleppo - and numerous towns in the Aleppo countryside including Urum al-Kubra where a deadly attack on an aid convoy took place on 19 September. Clashes also broke out in several districts of Aleppo where pro-regime forces have started an offensive and are advancing on Salahuddin and Bureij. On Thursday Syrian President Bashar al-Assad issued an ultimatum to rebels in East Aleppo stating that unless they agreed to a ""reconciliation"" deal pro-regime forces would continue the fight with the rebels until they leave Aleppo.... theres no other option"". Assads comments made during an interview with Danish broadcaster TV2 came following an earlier statement on Thursday by Staffan de Mistura during which the UNs envoy to Syria pleaded with the al-Qaeda linked Fatah al-Sham to leave East Aleppo. The continued presence of Fatah al-Sham in Aleppo had been used as justification by the Syrian regime and its Russian backers for its ongoing bombardment of the city. But activists and Syrians say that Fatah al-Shams presence in the city is minimal and the group is being used as a pretext for Russia to carpet bomb civilian areas and hit the citys infrastructure. Speaking on Thursday De Mistura said that if fighting continued in Aleppo at its current pace the historic city would be ""totally destroyed"" by the end of the year. Read Also",alaraby,10/7/16
1923848227,US strikes kill 50 Qaeda fighters in Syria Monitor,"US strikes kill 50 Qaeda fighters in Syria Monitor AFP Tuesday 23 Sep 2014 US air strikes killed 50 Al-Qaeda militants and eight civilians including children in northern Syria on Tuesday the Syrian Observatory for Human Rights said. Most of the 50 fighters killed in the attacks west of the second city Aleppo were foreigners and the civilians included three children and one woman the Britain-based monitoring group said. The strikes came in addition to separate raids carried out by a US-led coalition including Arab nations that hit the Islamic State jihadist group in north and east Syria. In Washington the Pentagon confirmed eight US strikes against ""seasoned Al-Qaeda veterans"" in Aleppo province. ""The United States has also taken action to disrupt the imminent attack plotting against the United States and Western interests conducted by a network of seasoned Al-Qaeda veterans - sometimes referred to as the Khorasan Group"" it said in a statement. The group it added has ""established a safe haven in Syria to develop external attacks construct and test improvised explosive devices and recruit Westerners to conduct operations"". ""These strikes were undertaken only by US assets"" the statement added unlike the strikes against IS. The Khorasan Group is believed to refer to an initiative by Al-Qaedas central command in the Afghanistan-Pakistan region to establish a group in Syria of some of its veteran militants to focus on attacks against the West. Its members cooperate with Al-Nusra Front Al-Qaedas Syria affiliate using the groups resources and bases according to experts. Al-Nusras focus however has so far been on the fight against President Bashar al-Assads regime and its members are largely Syrian citizens.",ahram,10/10/14
1965511108,Syrian Army Kills 40 al-Nusra Front Members in Damascus Ambush,"02-09-2013 Syrian Army Kills 40 al-Nusra Front Members in Damascus Ambush. Syrian army managed to claim on Monday most of al-Nusra Front group members during an ambush while trying to sneak to the East Ghota in Damascus countryside. Syrian army managed to claim on Monday most of al-Nusra Front group members during an ambush while trying to sneak to the East Ghota in Damascus countryside. The national military units were able to kill about 40 militants of al-Qaeda-linked al-Nusra Front terrorist organization and the so-called free Syrian army in the area of Rahibeh in rural Damascus according to the opposition ""Cham"" TV network. ""Armed opponents from al-Nusra Front and the free army ambushed the Syrian army in this region after it had been agreed between them and the Reconciliation Commission to hand over their weapons to the Syrian authorities and end the rebellion"" the TV network said. ""The opponents exploited this agreement and attacked the Syrian army barriers in Rahibeh in an attempt to occupy it fully which led to get involved in a battle against the army which claimed several persons during the clashes dubbed as violent."" ""Artillery and aircraft projectiles were used in the battle and left nearly 40 militants killed"" according to the opposition story. Moreover the Syrian army was able Monday to give a heavy blow to the so-called Islam Brigade in rural Damascus killing one of its commanders Qasim Halabouni in Qalamun region of Damascus countryside. The opposition coordinators have confirmed on their Facebook pages including the page ""Information Office of the Bab Saba neighborhood"" the killing of Qasim Halabouni (Abu Mohammad) operations chief of al-Zubair bin Awam phalanges in Duma in rural Damascus during clashes with the Syrian forces. Syria was hit by a violent unrest since mid-March 2011 where the Syrian government accuses foreign actors of orchestrating the conflict by supporting the militant opposition groups with arms and money.",manar,9/2/13
1923102885,Syria rebels battle to break Aleppo siege,"Date of publication 29 October 2016 Fresh fighting shook Aleppo on Saturday as rebels battled to break a siege of the city by the Syrian regime. Fresh fighting shook Aleppo on Saturday as rebels battled to break a siege of the city by the Syrian regime accused by Washington of using starvation as a weapon of war. Opposition fighters unleashed a barrage of rockets on the government-held western side of the divided city on Friday as they announced a major offensive aimed at reopening vital supply lines. ""In just a few days we will open the way for our besieged brothers"" rebel commander Abu Mustafa told AFP. The rebel fire has killed at least 21 civilians including two children according to the Syrian Observatory for Human Rights. ""Fighting continues on the western outskirts of Aleppo where rebels have been making advances"" the British-based monitoring group which has a network of sources on the ground said Saturday. More than 1500 fighters from the provinces of Aleppo and Idlib to the west were attacking government-controlled districts of the city along a front stretching for 15 kilometres (nine miles) it said. The Observatory reported Russian air raids on Aleppos western front lines but said that a halt to Moscows aerial bombing of the rebel-held east of the city was holding. An AFP correspondent who visited Dahiyet al-Assad where rebels seized ground on Friday saw deserted streets and extensive damage to buildings as airstrikes and artillery fire hit the area. Fierce fighting shelling and car bombs killed at least 18 regime forces and allied fighters on Friday according to Observatory which was unable to provide a toll for the rebels. More than 250000 people live under government siege in the eastern half of Aleppo which the army began an operation to retake several weeks ago. Syrias second city Aleppo has been devastated by some of the heaviest fighting of the five-year civil war that began with anti-government protests and has since killed more than 300000 people. Much of the once-bustling economic hub has been reduced to rubble by air and artillery bombardment including barrel bombs - crude unguided explosive devices that cause indiscriminate damage.",alaraby,10/29/16
1924058200,At least 23 killed in regime strikes in Aleppo as UN meets over Syria,"Published September 25 2016 At least 23 civilians have been killed in renewed regime airstrikes on the contested city of Aleppo Syrian activists said Sunday as France and Britains Foreign Ministers raised the prospect of investigating Russia for war crimes ahead of an emergency U.N. Security Council meeting about the spiraling violence in Syria. Medical workers and local officials reported airstrikes on neighborhoods throughout Aleppos opposition-held eastern districts as an announced regime offensive entered its fourth day. The Britain-based Syrian Observatory for Human Rights reported 23 civilians had been killed by 6 p.m. and said it expects the toll to rise. Ibrahim Alhaj of the Syrian Civil Defense search and rescue outfit said hospitals and rescuers have documented the deaths of 43 people so far. Hospitals are overwhelmed with casualties and medical workers are expecting many of the wounded to die from a lack of treatment according to Mohammad Zein Khandaqani a member of the Medical Council which oversees medical affairs in the opposition areas. ""Ive never seen so many people dying in once place"" he said from a hospital in the city. ""Its terrifying today. In less than one hour the Russian planes have killed more than 50 people and injured more than 200."" The Observatory which relies on a network of contacts inside Syria said earlier in the day that 213 civilians have been killed by airstrikes and shelling on opposition areas in and around Aleppo since a U.S.-Russian brokered cease-fire collapsed Monday evening. At the U.N. British Foreign Secretary Boris Johnson said Russia should be investigated for war crimes following an attack on a Syrian aid convoy that claimed 20 lives Monday. Johnson said that Russias air force may have deliberately targeted the civilian convoy on Sept. 19. Russia denies involvement and instead suggests the Syrian opposition or a U.S. drone were responsible. Frances Foreign Minister Jean-Marc Ayrault said Russia and Iran will be guilty of war crimes if they dont pressure Bashar Assad to stop escalating violence. Ayrault said an emergency United Nations Security Council meeting Sunday is a ""moment of truth"" for the U.N. The meeting was requested by the United States Britain and France as pro-regime forces extend their bombardment of the contested city of Aleppo. They are widely believed to be accompanied by Russian air strikes. Assad has rallied Syrias minorities behind his regime behind fears of a Sunni-dominated rebellion. The U.S. Britain and France are aligned on the Security Council against Russia and China which back Assad in the countrys protracted war now in its sixth year. But a broad coalition of Syrian rebels denounced international negotiations for peace as ""meaningless"" earlier Sunday. The statement released jointly by 33 factions called on the government and Russian forces to halt airstrikes and lift sieges on opposition areas. The U.N. estimates 600000 Syrians are trapped in various sieges enforced by the regime and Daesht across the country. ""Negotiations under the present conditions are no longer useful and are meaningless"" the statement said. The factions said they would not accept to have Russia mediate any negotiations calling it a ""partner to the regime in the crimes against our people."" The statement was signed by some of the largest factions from across Syria but did not include the powerful ultraconservative Ahrar al-Sham nor the al-Qaida-linked Fatah Sham Front. Efforts to revive the truce have floundered. An airstrike destroyed a U.N.-backed humanitarian convoy Monday inside opposition territory shortly after the Syrian regime military announced the agreement had expired. The U.N. says the attack could amount to a war crime if proven deliberate though it has not assigned responsibility yet. The U.S. says it believes Russian jets were behind the strikes. The opposition Sunday retook an area in Aleppo that fell to regime forces the day before extending a punishing stalemate in the contested northern city. The Observatory says the opposition seized Handarat a largely uninhabited former Palestinian refugee camp early Sunday a day after it was lost to government forces. The camp has changed hands multiple times and is largely devastated and abandoned. The area is near Castello Road a vital supply route to the citys besieged opposition-held areas. Regime forces seized the Castello Road earlier this year besieging opposition-held districts where some 250000 people reside.",dailysabah,9/6/16
1965495350,US-Led Coalition Airstrike Kills Over 100 Civilians in Manbij,19.07.2016(updated 1457 19.07.2016) Get short URL 2440 Over 100 Syrian civilians have been killed in US-led coalition airstrikes against Daesh terrorist group near the city of Manbij in the Aleppo governorate a local source told Sputnik on Tuesday. DAMASCUS (Sputnik) The strike was carried out on Tuesday morning with women and children among the victims the source said. REUTERS Rodi Said Anti-Daesh Forces Get the Better of Terrorists in Battle for Manbij The US-led coalition of more than 60 nations has been carrying out airstrikes against the Daesh in Syria and Iraq since the summer of 2014. Manbij located between Daeshs de facto capital of Raqqa and the Syrian-Turkish border is a strategically important area for the terrorist group. Syria has been mired in civil war since 2011 with government forces loyal to Syrian President Bashar Assad fighting numerous opposition factions and extremist groups. The Islamic State terrorist group also known as Daesh in Arabic is outlawed in the United States Russia and many other nations. ... 440 Related US-Led Coalition Destroys 22 Daesh Positions Near Syrias Manbij - CENTCOM Syrian Arab Coalition Moves Toward Center of Manbij Occupied by Daesh US-Led Coalition Destroys 18 Daesh Positions Near Syrias Manbij Tags airstrikes US-led coalition civilian casualties Syrian crisis Manbij Syria United States Aleppo Community standardsDiscussion Comment via FacebookComment via Sputnik News,sputnik,7/19/16
1923848233,Syria air strikes kill dozens in rebel town Monitor,"Syria air strikes kill dozens in rebel town Monitor AFP Wednesday 17 Sep 2014 Syrian air strikes on a besieged rebel town in the heart of the country have killed nearly 50 people over the past two days a monitoring group said on Wednesday. ""On Tuesday 25 people including seven women and a child were killed in air strikes on Talbisseh in Homs province"" the Syrian Observatory for Human Rights said adding that a rebel commander was also among the dead. On Monday air strikes killed 23 people in the town which has been under siege by the army ever since rebels seized it two year ago. Activists appealed for help on Facebook. ""The towns hospital has received a large number of wounded patients. The hospital has no more medicines or bandages"" said one activist from Talbisseh. A security source in Damascus confirmed the air strikes. ""There are a large number of armed terrorist groups. On Tuesday Talbissehs most important terrorist and his brother were killed"" the source said using the regimes standard term for the rebels. He identified the dead commander as Abu Hatem al-Dahik head of the rebel Al-Iman Brigade. ""We will continue to target the terrorists in all their hideouts"" the source told AFP on condition of anonymity. The Observatory said that rebels in Talbisseh had shelled regime positions around the nearby rebel-held town of Umm Sharshuh as fighting raged around it. The towns are among a number that the rebels still hold in Homs province after their withdrawal from Homs city earlier year. The Observatory meanwhile updated to 18 its toll for the number of rebels killed in an abortive attempt to infiltrate the heart of Damascus on Monday. Two pro-regime militiamen were also killed. One person was killed in central Damascus on Wednesday by rebel fire from its outskirts the state SANA news agency reported. Some 191000 people have been killed since an uprising against President Bashar al-Assads rule erupted in March 2011.",ahram,10/4/14
1924058139,At least 100 civilians dead in toxic gas attack in Syrias Idlib,"Published April 4 2017 The Assad regime has used chemical weapons once again killing at least 100 civilians including children in an airstrike that released on the opposition-held Idlib. Thirty ambulances were dispatched from Turkey to rescue those in dire need of help. The Assad regime continues to commit crimes against humanity as more than 100 civilians were killed and 500 others mostly children have been affected by the chlorine gas attack carried out by regime warplanes in the Khan Shaykun town in Idlib. The latest chemical attack was seen as the worst in the countys six-year war. With many civilians suffering respiratory problems in dire need of help Turkey dispatched 30 fully equipped ambulances for rescue operations. The reports claim that it was the third chemical attack in over a week in Syria as the Assad regime consistently targets residential areas. The first two attacks were reported in Hama province an area close to yesterdays chemical attack. After the gas attack the Syrian regime reportedly bombarded a hospital in the town where doctors were treating victims. Turkey condemned the chemical attack on Syrias opposition-held town of Idlib describing it as ""a crime against humanity."" The chemical attacks on Idlib were ""inhuman"" and ""unacceptable"" President Recep Tayyip Erdogan said while stressing the importance of maintaining the fragile Syrian cease-fire. In a phone conversation with Russian President Vladimir Putin the president reiterated the need for further efforts to strengthen cooperation in the fight against terrorism. Foreign Minister Mevlt avuolu also stated that the suspected use of chemical weapons could derail the process of Syrian peace talks being held in Astana Kazakhstan. The parallel series of talks in Astana Kazakhstan aim to bolster the truce to support the U.N. negotiations. Damascus has been the scene of heavy fighting in recent days with the moderate Syrian opposition making large incursions into the east of the Syrian capital while the Assad regime has responded with airstrikes on opposition positions. The last round of Astana talks began on Feb. 23 and ended on March 4 without any clear result. The next meetings in Astana are to be held on May 3-4. The global chemical arms watchdog said it was ""seriously concerned"" by reports of a suspected gas attack. ""The Organization for the Prohibition of Chemical Weapons (OPCW) is seriously concerned about the alleged chemical weapons attack reported by the media this morning in the Khan Sheikhun area of southern Idlib"" the group said adding it was ""gathering and analyzing information from all available sources."" Chlorine gas is one of several elements and compounds used in devastating chemical attacks outlawed by international treaties. A high level of exposure to the gas can cause suffocation as the chemical injures the pulmonary airways resulting in severe fluid buildup in the lungs with children and seniors particularly vulnerable. In the wake of the 2013 attack Assad agreed to a Russia-sponsored deal to destroy his chemical arsenal and joined the Chemical Weapons Convention. His government declared a 1300-ton stockpile of chemical weapons and so-called precursor chemicals that can be used to make weapons amid international outrage at a nerve gas attack on the outskirts of Damascus. Those weapons have been destroyed but member states of the OPCW have repeatedly questioned whether Assad declared everything in 2013. The widely available chemical chlorine was not covered in the 2013 declaration and activists say they have documented dozens of cases of chlorine gas attacks since then. The Syrian government has consistently denied using chemical weapons and chlorine gas accusing the rebels of deploying it in the war instead. Frances foreign minister called for an emergency meeting of the United Nations Security Council after what he said was a ""disgusting"" gas attack on Syrias rebel-held Idlib province. ""In the face of such serious actions that threaten international security I ask for everyone not to shirk their responsibilities. With this in mind I ask for an emergency meeting of the U.N. Security Council"" he added. France Britain and the United States in February put forward a resolution to impose sanctions targeting Syrian government officials over accusations of chemical weapon attacks during the six-year conflict. The international inquiry found Syrian regime was responsible for three chlorine gas attacks and that Daesh militants had used mustard gas.",dailysabah,4/17/17
1962495693,Terrorist Attack Kills Two Injures Three in Aleppo city,Mon Apr 4 2016 Terrorist Attack Kills Two Injures Three in Aleppo city. On Monday a number of rocket shells fired by terrorists killed and injured five civilians in Aleppo city. A source at Aleppo province told SANAs correspondent that terrorists fired a number of shells from areas west of the city with the shells landing in Manyan market in New Aleppo area claiming two lives and injuring three people. The source added that the attack also caused considerable material damage to a number of shops and two parked cars. 219,alalam,4/4/16
1926479061,Steifo: Regime & Allies Onslaught on Aleppo Failed to Achieve Its Objectives,Saturday 03 December 2016 17:53 Steifo: Regime & Allies Onslaught on Aleppo Failed to Achieve Its Objectives. Vice-president of the Syrian Coalition Abdul Ahad Steifo said that the ongoing brutal assault on Aleppo by the Assad regime Russia and the Iranian militias has so far failed to achieve its objectives to retake the entire city in spite of the genocidal crimes being committed against civilians. Aleppo has seen the gravest war crimes since World War II Steifo said adding that the regime Russia and Iran have not achieved their objectives in Aleppo. Russia is now seeking to get of the trouble it brought upon itself in Syria. Aleppo and its countryside have been subjected to ferocious onslaught by the Assad regime and Russian forces since November 15. Over 750 people mostly women and children have so far been killed and thousands more injured in the ongoing bombing campaign on the city and its countryside. Steifo stressed the urgent need for the resumption of the political process through negotiations in Geneva and the enforcement of UN resolutions especially the humanitarian provisions that call for an end to the bombing lifting the sieges the delivery of aid to civilians in need and the release of detainees. (Source: Syrian Coalitions Media Office) Twitter,etilaf,12/3/16
